UniqueIdentifier	OrthographicForm	GIL2P_OT_Average	GIL2P_OT_Min	PIP2G_OT_Average	PIP2G_OT_Min	G2P_OT_Average	HomographCount	RawWordTypeFrequency	RawDocumentCount	PhoneticForm	PhonotacticType	SSPP_Average	SSPP_Min	PSP_Sum	PSBP_Sum	S_PSP_Average	S_PSBP_Average	HomophoneCount	PNDP	ONDP	NumberOfSenses	ForeignWord	ZipfValue	SyllableCount	PhoneCount	PLD1WordCount	OLD1WordCount
C	C	N	N	N	N	N	N	N	N	C	C	N	N	N	N	N	N	N	N	N	N	C	N	N	N	N	N
bahr [ b ˈ ɑː r ]	bahr	0,9434	0,8117	0,75	0	0,5575	0	23	11	b ˈ ɑː r	CVC	0,9689	0,9337	0,1698	0,0075	2,1982	1,7672	1	0,034	0,068		False	1,6474	1	3	33	9
baisse [ b ˈ ɛː s ]	baisse	0,7635	0,5477	0,5887	0	0,6367	0	9	9	b ˈ ɛː s	CVC	0,8827	0,7809	0,1493	0,0022	1,7862	0,2923	1	0,02	0,254	1	False	1,2672	1	3	21	2
baisses [ b ˈ ɛː s ]	baisses	0,6108	0	0,471	0	0,5094	0	0	0	b ˈ ɛː s	CVC	0,8827	0,7809	0,1493	0,0022	1,7862	0,2923	1	0,02	0,071		False	0,2672	1	3	21	3
baj [ b ˈ a ʝː ]	baj	0,9524	0,8573	1	1	0,7364	0	430	70	b ˈ a ʝː	CVC	0,8988	0,8046	0,177	0,0087	1,9702	1,9864	0	0,032	0,037		False	2,9017	1	3	29	22
bajs [ b ˈ a ʝː s ]	bajs	0,9643	0,8573	1	1	0,8023	0	16011	1949	b ˈ a ʝː s	CVCC	0,8646	0,7276	0,2491	0,0095	2,2605	1,4461	0	0,102	0,084	1	False	4,4717	1	4	16	20
bak [ b ˈ ɑː k ]	bak	0,9873	0,962	1	1	0,7326	0	15256	4289	b ˈ ɑː k	CVC	0,9296	0,8103	0,1385	0,009	1,4746	2,3845	0	0,053	0,041	3	False	4,4507	1	3	23	31
baks [ b ˈ ɑː k s ]	baks	0,9905	0,962	1	1	0,7994	0	8	8	b ˈ ɑː k s	CVCC	0,8962	0,7626	0,2106	0,0118	1,8888	2,3621	0	0,049	0,016	3	False	1,2215	1	4	12	31
bal [ b ˈ ɑː l ]	bal	0,9873	0,962	1	1	0,7326	0	2374	1153	b ˈ ɑː l	CVC	0,9349	0,8315	0,1542	0,009	1,8377	2,4021	1	0,038	0,033	2	False	3,6429	1	3	26	32
balck [ b ˈ a lː k ]	balck	0,8969	0,6834	0,8976	0,6403	0,5702	0	12	10	b ˈ a lː k	CVCC	0,9044	0,7843	0,2583	0,0192	2,5191	4,3337	1	0,064	0,095		False	1,3812	1	4	13	5
balk [ b ˈ a lː k ]	balk	0,976	0,9041	0,9875	0,9502	0,7881	0	136	62	b ˈ a lː k	CVCC	0,9044	0,7843	0,2583	0,0192	2,5191	4,3337	1	0,064	0,041	3	False	2,404	1	4	13	22
balks [ b ˈ a lː k s ]	balks	0,9808	0,9041	0,99	0,9502	0,8305	0	4	3	b ˈ a lː k s	CVCCC	0,8807	0,7626	0,3238	0,0224	2,5653	3,8424	0	0,059	0,034	3	False	0,9662	1	5	8	17
ball [ b ˈ a lː ]	ball	0,9838	0,9515	1	1	1	0	2761	1112	b ˈ a lː	CVC	0,9311	0,8568	0,2109	0,0153	2,7532	4,787	0	0,037	0,039	1	False	3,7085	1	3	31	29
ballt [ b ˈ a lː t ]	ballt	0,9879	0,9515	1	1	1	0	1487	561	b ˈ a lː t	CVCC	0,9271	0,8568	0,2793	0,0189	2,7991	4,2505	1	0,058	0,125	1	False	3,4398	1	4	19	8
ballts [ b ˈ a lː t s ]	ballts	0,9903	0,9515	1	1	1	0	0	0	b ˈ a lː t s	CVCCC	0,8899	0,7041	0,3448	0,0229	2,7893	3,9381	1	0,014	0,033		False	0,2672	1	5	11	4
bals [ b ˈ ɑː l s ]	bals	0,9905	0,962	1	1	0,7994	0	8	4	b ˈ ɑː l s	CVCC	0,9022	0,7715	0,2263	0,0121	2,1612	2,4609	1	0,032	0,014	2	False	1,2215	1	4	18	35
balt [ b ˈ a lː t ]	balt	0,976	0,9041	0,9875	0,9502	0,7881	0	14	13	b ˈ a lː t	CVCC	0,9271	0,8568	0,2793	0,0189	2,7991	4,2505	1	0,058	0,02	1	False	1,4433	1	4	19	24
balts [ b ˈ a lː t s ]	balts	0,9808	0,9041	0,99	0,9502	0,8305	0	0	0	b ˈ a lː t s	CVCCC	0,8899	0,7041	0,3448	0,0229	2,7893	3,9381	1	0,014	0,014		False	0,2672	1	5	11	15
ban [ b ˈ ɑː n ]	ban	0,9873	0,962	1	1	0,7326	0	1913	629	b ˈ ɑː n	CVC	0,9663	0,9337	0,1415	0,0069	1,5429	1,4761	0	0,029	0,022	2	False	3,5492	1	3	30	40
banck [ b ˈ a ŋː k ]	banck	0,8621	0,4483	0,8809	0,5237	1	0	46	6	b ˈ a ŋː k	CVCC	0,9008	0,8282	0,2331	0,0141	2,0823	2,9328	1	0,082	0,115		False	1,9393	1	4	18	6
band [ b ˈ a nː d ]	band	0,9923	0,969	1	1	0,7963	0	20328	4670	b ˈ a nː d	CVCC	0,9357	0,8568	0,2445	0,0313	2,3081	8,2773	1	0,081	0,049	9	False	4,5754	1	4	15	29
bandh [ b ˈ a nː d ]	bandh	0,9562	0,8117	0,8	0	0,6435	0	2	2	b ˈ a nː d	CVCC	0,9357	0,8568	0,2445	0,0313	2,3081	8,2773	1	0,081	0,036		False	0,7444	1	4	15	9
bands [ b ˈ a nː d s ]	bands	0,9938	0,969	1	1	0,837	0	562	246	b ˈ a nː d s	CVCCC	0,9032	0,7407	0,3101	0,036	2,3965	7,0966	0	0,099	0,056	9	False	3,0177	1	5	11	23
bang [ b ˈ a ŋː ]	bang	0,952	0,856	1	1	0,7582	0	2152	906	b ˈ a ŋː	CVC	0,89	0,8282	0,1857	0,0094	2,1708	2,3127	0	0,045	0,046	2	False	3,6003	1	3	27	26
bangs [ b ˈ a ŋː s ]	bangs	0,964	0,856	1	1	0,8187	0	274	113	b ˈ a ŋː s	CVCC	0,8793	0,7775	0,2578	0,0112	2,411	1,9873	0	0,062	0,072	2	False	2,7066	1	4	17	17
bangt [ b ˈ a ŋː t ]	bangt	0,964	0,856	1	1	0,8187	0	4	1	b ˈ a ŋː t	CVCC	0,8885	0,8239	0,2541	0,01	2,3623	1,5697	0	0,037	0,054	2	False	0,9662	1	4	7	6
bangts [ b ˈ a ŋː t s ]	bangts	0,9712	0,856	1	1	0,8549	0	0	0	b ˈ a ŋː t s	CVCCC	0,8578	0,7041	0,3197	0,014	2,4398	1,9275	0	0,022	0,045		False	0,2672	1	5	6	3
bank [ b ˈ a ŋː k ]	bank	0,9495	0,7979	0,983	0,9321	0,756	0	8414	1614	b ˈ a ŋː k	CVCC	0,9008	0,8282	0,2331	0,0141	2,0823	2,9328	1	0,082	0,054	3	False	4,1923	1	4	18	25
banks [ b ˈ a ŋː k s ]	banks	0,9596	0,7979	0,9864	0,9321	0,8048	0	1534	523	b ˈ a ŋː k s	CVCCC	0,8778	0,7626	0,2987	0,0173	2,2159	2,7917	0	0,136	0,082	3	False	3,4533	1	5	12	20
bann [ b ˈ a nː ]	bann	0,9549	0,8646	0,9641	0,8922	1	0	16	11	b ˈ a nː	CVC	0,9476	0,8568	0,2039	0,0173	2,5925	5,6255	0	0,014	0,018	1	False	1,4977	1	3	30	25
banns [ b ˈ a nː s ]	banns	0,9661	0,8646	0,9731	0,8922	1	0	1	1	b ˈ a nː s	CVCC	0,93	0,8568	0,276	0,0246	2,7273	6,0452	0	0,01	0,012	1	False	0,5683	1	4	19	19
bans [ b ˈ ɑː n s ]	bans	0,9905	0,962	1	1	0,7994	0	218	106	b ˈ ɑː n s	CVCC	0,9316	0,7928	0,2136	0,0129	1,9401	2,8383	0	0,044	0,022	2	False	2,6077	1	4	20	40
bar [ b ˈ ɑː r ]	bar	0,9873	0,962	1	1	0,7326	0	26059	5559	b ˈ ɑː r	CVC	0,9689	0,9337	0,1698	0,0075	2,1982	1,7672	1	0,034	0,026	6	False	4,6832	1	3	33	46
barb [ b ˈ a rː b ]	barb	0,9608	0,8433	1	1	0,7695	0	17	12	b ˈ a rː b	CVCC	0,8335	0,5038	0,2133	0,0115	1,8387	2,0005	0	0,132	0,034		False	1,5225	1	4	4	12
barbs [ b ˈ a rː b s ]	barbs	0,9687	0,8433	1	1	0,8156	0	6	5	b ˈ a rː b s	CVCCC	0,8144	0,5038	0,2788	0,0116	2,021	1,4217	0	0,221	0,051		False	1,1123	1	5	3	10
barck [ b ˈ a rː k ]	barck	0,8817	0,6834	0,9101	0,6403	0,5516	0	27	10	b ˈ a rː k	CVCC	0,9136	0,8568	0,2383	0,0167	2,1724	3,7211	1	0,06	0,076		False	1,7144	1	4	17	8
bard [ b ˈ ɑː ɖ ]	bard	0,9185	0,7936	1	1	0,7326	0	862	323	b ˈ ɑː ɖ	CVC	0,8891	0,7159	0,1169	0,0061	0,9726	1,143	2	0,055	0,039	2	False	3,2032	1	3	15	27
bardh [ b ˈ ɑː ɖ ]	bardh	0,8918	0,7936	0,75	0	0,5575	0	68	26	b ˈ ɑː ɖ	CVC	0,8891	0,7159	0,1169	0,0061	0,9726	1,143	2	0,055	0,171		False	2,1061	1	3	15	6
bards [ b ˈ ɑː ɖ ʂ ]	bards	0,8706	0,7267	0,9706	0,8824	0,5542	0	76	56	b ˈ ɑː ɖ ʂ	CVCC	0,8747	0,7159	0,1263	0,0081	0,6782	1,2871	0	0,097	0,062	2	False	2,1537	1	4	7	15
bark [ b ˈ a rː k ]	bark	0,9608	0,8433	1	1	0,7695	0	589	320	b ˈ a rː k	CVCC	0,9136	0,8568	0,2383	0,0167	2,1724	3,7211	1	0,06	0,032	2	False	3,0381	1	4	17	28
barks [ b ˈ a rː k s ]	barks	0,9687	0,8433	1	1	0,8156	0	35	18	b ˈ a rː k s	CVCCC	0,8884	0,7626	0,3039	0,0199	2,288	3,3829	0	0,076	0,041	2	False	1,8235	1	5	12	21
barm [ b ˈ a rː m ]	barm	0,9608	0,8433	1	1	0,7695	0	227	165	b ˈ a rː m	CVCC	0,9112	0,8568	0,2159	0,0142	1,8734	2,8864	0	0,067	0,037	1	False	2,6252	1	4	13	21
barms [ b ˈ a rː m s ]	barms	0,9687	0,8433	1	1	0,8156	0	1	1	b ˈ a rː m s	CVCCC	0,8851	0,7549	0,2814	0,015	2,0487	2,2378	0	0,036	0,021	1	False	0,5683	1	5	7	12
barn [ b ˈ ɑː ɳ ]	barn	0,9265	0,8176	1	1	0,7326	0	279488	8074	b ˈ ɑː ɳ	CVC	0,9285	0,8058	0,1147	0,0074	0,9224	1,7264	0	0,098	0,078	2	False	5,7136	1	3	14	21
barnes [ b ˈ ɑː ɳ ʂ ]	barnes	0,8523	0,7267	0,7765	0	0,4444	0	457	164	b ˈ ɑː ɳ ʂ	CVCC	0,8988	0,7873	0,1242	0,0083	0,6405	1,2816	1	0,219	0,082		False	2,9281	1	4	5	12
barns [ b ˈ ɑː ɳ ʂ ]	barns	0,8766	0,7267	0,9706	0,8824	0,5542	0	8812	2388	b ˈ ɑː ɳ ʂ	CVCC	0,8988	0,7873	0,1242	0,0083	0,6405	1,2816	1	0,219	0,115	2	False	4,2124	1	4	5	16
barr [ b ˈ a rː ]	barr	0,9126	0,7379	0,9583	0,875	0,9871	0	835	553	b ˈ a rː	CVC	0,8874	0,8568	0,1909	0,0109	2,291	2,9525	0	0,055	0,042	4	False	3,1894	1	3	21	24
barrs [ b ˈ a rː s ]	barrs	0,9345	0,7379	0,9688	0,875	0,9903	0	0	0	b ˈ a rː s	CVCC	0,7963	0,3176	0,263	0,0112	2,5012	1,8979	0	0,009	0,009		False	0,2672	1	4	14	15
bars [ b ˈ ɑː ʂ ]	bars	0,9226	0,8059	1	1	0,7326	0	2011	897	b ˈ ɑː ʂ	CVC	0,9009	0,7026	0,1157	0,0056	0,9469	0,9655	0	0,037	0,027	6	False	3,5709	1	3	30	49
barsk [ b ˈ a ʂː k ]	barsk	0,9381	0,7524	1	1	0,7711	0	135	106	b ˈ a ʂː k	CVCC	0,8501	0,7095	0,2228	0,0083	1,9024	1,1381	0	0,129	0,118	1	False	2,4008	1	4	7	9
barsks [ b ˈ a ʂː k s ]	barsks	0,9505	0,7524	1	1	0,8169	0	0	0	b ˈ a ʂː k s	CVCCC	0,8355	0,7095	0,2883	0,0116	2,0719	1,4456	0	0,022	0,025		False	0,2672	1	5	6	6
barskt [ b ˈ a ʂː k t ]	barskt	0,9505	0,7524	1	1	0,8169	0	61	56	b ˈ a ʂː k t	CVCCC	0,8662	0,7095	0,2863	0,0107	2,0501	1,2654	0	0,41	0,254	1	False	2,0596	1	5	2	4
barskts [ b ˈ a ʂː k t s ]	barskts	0,9587	0,7524	1	1	0,8474	0	0	0	b ˈ a ʂː k t s	CVCCCC	0,843	0,7041	0,3567	0,0191	2,21	2,3043	0	0,115	0,115		False	0,2672	1	6	1	1
bart [ b ˈ ɑː ʈ ]	bart	0,9209	0,8006	1	1	0,7326	0	423	299	b ˈ ɑː ʈ	CVC	0,9388	0,8471	0,1118	0,0062	0,8544	1,1961	0	0,037	0,03	3	False	2,8946	1	3	20	27
barth [ b ˈ a ʈː ]	barth	0,8994	0,786	0,75	0	0,6769	0	74	48	b ˈ a ʈː	CVC	0,8924	0,7793	0,1755	0,0071	1,934	1,3143	0	0,044	0,172	1	False	2,1423	1	3	15	6
barts [ b ˈ ɑː ʈ ʂ ]	barts	0,8723	0,7267	0,9706	0,8824	0,5542	0	33	23	b ˈ ɑː ʈ ʂ	CVCC	0,8918	0,7107	0,1212	0,0065	0,5896	0,7403	0	0,071	0,048	3	False	1,7987	1	4	9	18
bas [ b ˈ ɑː s ]	bas	0,9873	0,962	1	1	0,7326	0	6330	2169	b ˈ ɑː s	CVC	0,9106	0,7343	0,1596	0,0074	1,9614	1,6934	1	0,038	0,029	8	False	4,0687	1	3	33	45
basf [ b ˈ a sː f ]	basf	0,969	0,8758	1	1	0,7655	0	2	2	b ˈ a sː f	CVCC	0,7335	0	0,213	0,012	1,8488	2,1221	0	0,08	0,048		False	0,7444	1	4	3	5
bask [ b ˈ a sː k ]	bask	0,969	0,8758	1	1	0,7655	0	26	15	b ˈ a sː k	CVCC	0,8886	0,7754	0,2418	0,0163	2,2322	3,5618	0	0,03	0,024	1	False	1,6986	1	4	22	25
basks [ b ˈ a sː k s ]	basks	0,9752	0,8758	1	1	0,8124	0	4	3	b ˈ a sː k s	CVCCC	0,8676	0,7626	0,3073	0,0196	2,3358	3,2634	0	0,052	0,033	1	False	0,9662	1	5	10	14
bass [ b ˈ a sː ]	bass	0,9431	0,8293	0,9823	0,9468	1	0	1049	283	b ˈ a sː	CVC	0,9009	0,8568	0,1943	0,0116	2,3708	3,2477	0	0,035	0,034	8	False	3,2884	1	3	31	35
bast [ b ˈ a sː t ]	bast	0,969	0,8758	1	1	0,7655	0	1892	781	b ˈ a sː t	CVCC	0,9335	0,8568	0,2628	0,0236	2,5122	5,9971	1	0,057	0,046	2	False	3,5444	1	4	19	25
basth [ b ˈ a sː t ]	basth	0,9375	0,8117	0,8	0	0,6189	0	1	1	b ˈ a sː t	CVCC	0,9335	0,8568	0,2628	0,0236	2,5122	5,9971	1	0,057	0,033		False	0,5683	1	4	19	6
basts [ b ˈ a sː t s ]	basts	0,9752	0,8758	1	1	0,8124	0	1	1	b ˈ a sː t s	CVCCC	0,8953	0,7041	0,3283	0,0276	2,5598	5,248	0	0,032	0,017	2	False	0,5683	1	5	11	18
baud [ b ˈ oː d ]	baud	0,8464	0,5392	0,8604	0,5812	0,6844	0	5	3	b ˈ oː d	CVC	0,864	0,6789	0,1345	0,0021	1,462	0,2742	0	0,016	0,028	1	False	1,0454	1	3	21	12
bauhn [ b ˈ a͡uː n ]	bauhn	0,8543	0,6053	0,75	0	0,6282	0	38	23	b ˈ a͡uː n	CVC	0,8541	0,4965	0,109	0,0002	0,9906	-0,3879	0	0,047	0,52		False	1,8583	1	3	11	1
baum [ b ˈ a͡uː m ]	baum	0,8684	0,6053	1	1	0,8268	0	129	42	b ˈ a͡uː m	CVC	0,7463	0,4965	0,0941	0,0001	0,6447	-0,423	0	0,27	0,202		False	2,3812	1	3	3	5
be [ b ˈ eː ]	be	0,9791	0,9582	1	1	0,603	0	83148	6651	b ˈ eː	CV	0,8979	0,8308	0,1019	0,0012	1,4274	0,1128	1	0,041	0,034	3	True	5,1871	1	2	32	40
be- [ b ˈ ɛ̝ ]	be-	0,9762	0,9525	1	1	0,5548	0	55	19	b ˈ ɛ̝	CV	0,9013	0,863	0,1283	0,0031	2,1002	1,0322	0	0,025	0,048	3	False	2,0154	1	2	21	13
bean [ b ˈ iː n ]	bean	0,8794	0,6382	0,8912	0,6736	1	0	1152	310	b ˈ iː n	CVC	0,928	0,8698	0,1316	0,0056	1,3749	1,3079	1	0,04	0,081	1	False	3,3291	1	3	25	12
beans [ b ˈ iː n s ]	beans	0,9095	0,6382	0,9184	0,6736	1	0	500	256	b ˈ iː n s	CVCC	0,9009	0,7928	0,2037	0,0117	1,814	2,7261	1	0,058	0,13	1	False	2,9671	1	4	18	8
beat [ b ˈ iː t ]	beat	0,8794	0,6382	0,8912	0,6736	1	0	1760	819	b ˈ iː t	CVC	0,9032	0,8093	0,1417	0,0056	1,6082	1,3002	1	0,06	0,079		True	3,513	1	3	21	12
bech [ b ˈ ɛ̝ kː ]	bech	0,9842	0,9525	1	1	0,3789	0	38	18	b ˈ ɛ̝ kː	CVC	0,9398	0,9072	0,1513	0,0083	1,6334	2,465	2	0,044	0,122		False	1,8583	1	3	28	5
beck [ b ˈ ɛ̝ kː ]	beck	0,9739	0,9525	0,9897	0,9692	0,7032	0	2278	907	b ˈ ɛ̝ kː	CVC	0,9398	0,9072	0,1513	0,0083	1,6334	2,465	2	0,044	0,109	1	False	3,625	1	3	28	11
becks [ b ˈ ɛ̝ kː s ]	becks	0,9804	0,9525	0,9923	0,9692	0,7774	0	131	71	b ˈ ɛ̝ kː s	CVCC	0,935	0,9072	0,2234	0,0159	2,0079	4,0185	1	0,04	0,116	1	False	2,3878	1	4	24	9
bed [ b ˈ eː d ]	bed	0,9861	0,9582	1	1	0,7353	0	4120	1331	b ˈ eː d	CVC	0,9298	0,8308	0,1436	0,0089	1,6183	3,1001	0	0,043	0,039	3	False	3,8822	1	3	23	28
bedd [ b ˈ ɛ̝ dː ]	bedd	0,9042	0,7601	0,9791	0,9374	0,7032	0	17	16	b ˈ ɛ̝ dː	CVC	0,892	0,746	0,132	0,0039	1,1859	0,614	1	0,054	0,047	3	False	1,5225	1	3	19	14
bedds [ b ˈ ɛ̝ dː s ]	bedds	0,9281	0,7601	0,9843	0,9374	0,7774	0	0	0	b ˈ ɛ̝ dː s	CVCC	0,8527	0,6767	0,2041	0,0045	1,6723	0,4504	1	0,084	0,024		False	0,2672	1	4	8	8
beds [ b ˈ eː d s ]	beds	0,9896	0,9582	1	1	0,8015	0	153	94	b ˈ eː d s	CVCC	0,892	0,7407	0,2157	0,0123	1,9966	3,0391	0	0,073	0,053	3	False	2,4548	1	4	14	22
béen [ b ˈ eː n ]	béen	0,9389	0,7554	0,6746	0	0,7513	0	1	1	b ˈ eː n	CVC	0,9411	0,8308	0,1374	0,0057	1,4727	1,7187	1	0,043	0,103		False	0,5683	1	3	31	1
beer [ b ˈ eː r ]	beer	0,9284	0,7554	0,75	0	0,5528	0	1420	457	b ˈ eː r	CVC	0,918	0,8308	0,1657	0,0028	2,128	0,5177	2	0,043	0,092		False	3,4198	1	3	25	14
behm [ b ˈ eː m ]	behm	0,9425	0,8117	0,75	0	0,5596	0	7	6	b ˈ eː m	CVC	0,8799	0,7549	0,1224	0,0019	1,1268	0,1469	0	0,026	0,128		False	1,1703	1	3	12	4
behr [ b ˈ eː r ]	behr	0,9425	0,8117	0,75	0	0,5596	0	13	10	b ˈ eː r	CVC	0,918	0,8308	0,1657	0,0028	2,128	0,5177	2	0,043	0,061		False	1,4134	1	3	25	9
beige [ b ˈ eː ʂ ]	beige	0,8139	0,542	0,6623	0	0,4162	1	7122	1967	b ˈ eː ʂ	CVC	0,8311	0,5669	0,1116	0,0015	0,8767	-0,0404	0	0,082	0,204	3	False	4,1199	1	3	17	7
beigs [ b ˈ eː ʂ s ]	beigs	0,8751	0,542	0,9123	0,6492	0,6649	0	0	0	b ˈ eː ʂ s	CVCC	0,7737	0,5373	0,1837	0,0015	1,4404	-0,1744	0	0,016	0,017		False	0,2672	1	4	7	6
beigt [ b ˈ eː ʂ ʈ ]	beigt	0,8159	0,542	0,8991	0,6492	0,4188	0	131	83	b ˈ eː ʂ ʈ	CVCC	0,8389	0,5669	0,1168	0,0028	0,5482	0,2694	0	0,367	0,145	3	False	2,3878	1	4	1	5
beigts [ b ˈ eː ʂ ʈ ʂ ]	beigts	0,7981	0,542	0,8957	0,6492	0,3389	0	0	0	b ˈ eː ʂ ʈ ʂ	CVCCC	0,8164	0,5669	0,1271	0,003	0,4094	0,1337	0	0,101	0,042		False	0,2672	1	5	1	3
bej [ b ˈ ɛ̝ ʝː ]	bej	0,9366	0,8573	1	1	0,4396	0	6	6	b ˈ ɛ̝ ʝː	CVC	0,9401	0,9072	0,135	0,0055	1,2556	1,3093	0	0,011	0,014	1	False	1,1123	1	3	26	21
bejs [ b ˈ ɛ̝ ʝː s ]	bejs	0,9524	0,8573	1	1	0,5797	0	1	1	b ˈ ɛ̝ ʝː s	CVCC	0,8976	0,7276	0,2071	0,0064	1,7245	0,9947	0	0,014	0,018	1	False	0,5683	1	4	16	15
bel [ b ˈ eː l ]	bel	0,9861	0,9582	1	1	0,7353	1	271	138	b ˈ eː l	CVC	0,9105	0,8308	0,1501	0,0046	1,7675	1,2686	0	0,033	0,026		False	2,7018	1	3	22	32
bel [ b ˈ ɛ̝ lː ]	bel	0,9522	0,9041	0,9834	0,9502	0,4207	1	271	138	b ˈ ɛ̝ lː	CVC	0,9411	0,9072	0,1688	0,0119	2,0386	4,0006	1	0,034	0,026		False	2,7018	1	3	31	32
bell [ b ˈ ɛ̝ lː ]	bell	0,968	0,9515	1	1	0,7032	0	1092	528	b ˈ ɛ̝ lː	CVC	0,9411	0,9072	0,1688	0,0119	2,0386	4,0006	1	0,034	0,06	1	False	3,3059	1	3	31	18
bels [ b ˈ eː l s ]	bels	0,9896	0,9582	1	1	0,8015	0	2	2	b ˈ eː l s	CVCC	0,8827	0,7715	0,2222	0,0076	2,1085	1,7052	0	0,026	0,017		False	0,7444	1	4	12	21
ben [ b ˈ ɛ̝ nː ]	ben	0,9738	0,9525	1	1	0,4316	1	48828	6289	b ˈ ɛ̝ nː	CVC	0,9602	0,9072	0,1619	0,0101	1,8779	3,2398	1	0,051	0,036	3	False	4,9559	1	3	27	38
ben [ b ˈ eː n ]	ben	0,9861	0,9582	1	1	0,7353	1	48828	6289	b ˈ eː n	CVC	0,9411	0,8308	0,1374	0,0057	1,4727	1,7187	1	0,043	0,036	3	False	4,9559	1	3	31	38
bendt [ b ˈ ɛ̝ nː t ]	bendt	0,8737	0,5731	0,8908	0,5632	0,5546	0	15	9	b ˈ ɛ̝ nː t	CVCC	0,9368	0,8431	0,2303	0,015	2,1426	3,6461	2	0,05	0,068		False	1,4714	1	4	16	8
bendz [ b ˈ ɛ̝ nː t s ]	bendz	0,9426	0,7914	0,9037	0,5186	0,4812	0	8	7	b ˈ ɛ̝ nː t s	CVCCC	0,898	0,7041	0,2959	0,019	2,2641	3,4848	2	0,097	0,2		False	1,2215	1	5	10	3
bengs [ b ˈ ɛ̝ ŋː s ]	bengs	0,9521	0,856	1	1	0,5961	0	2	2	b ˈ ɛ̝ ŋː s	CVCC	0,8994	0,7775	0,2157	0,008	1,875	1,4942	0	0,019	0,038		False	0,7444	1	4	18	9
bengt [ b ˈ ɛ̝ ŋː t ]	bengt	0,9521	0,856	1	1	0,5961	0	3379	1057	b ˈ ɛ̝ ŋː t	CVCC	0,9086	0,8239	0,2121	0,0067	1,8263	1,0766	1	0,14	0,146	1	False	3,7962	1	4	9	13
bength [ b ˈ ɛ̝ ŋː t ]	bength	0,924	0,8117	0,8	0	0,4833	0	2	2	b ˈ ɛ̝ ŋː t	CVCC	0,9086	0,8239	0,2121	0,0067	1,8263	1,0766	1	0,14	0,098		False	0,7444	1	4	9	3
bengts [ b ˈ ɛ̝ ŋː t s ]	bengts	0,9617	0,856	1	1	0,6769	0	61	38	b ˈ ɛ̝ ŋː t s	CVCCC	0,8745	0,7041	0,2777	0,0107	2,0111	1,5577	0	0,154	0,191	1	False	2,0596	1	5	6	6
benkt [ b ˈ ɛ̝ ŋː k t ]	benkt	0,9501	0,7979	0,9864	0,9321	0,6267	0	4	3	b ˈ ɛ̝ ŋː k t	CVCCC	0,9252	0,8783	0,2546	0,0132	1,7653	2,2416	0	0,04	0,048		False	0,9662	1	5	7	7
benn [ b ˈ ɛ̝ nː ]	benn	0,939	0,8646	0,9641	0,8922	0,7032	0	53	26	b ˈ ɛ̝ nː	CVC	0,9602	0,9072	0,1619	0,0101	1,8779	3,2398	1	0,051	0,034		False	1,9996	1	3	27	21
bens [ b ˈ eː n s ]	bens	0,9896	0,9582	1	1	0,8015	0	144	98	b ˈ eː n s	CVCC	0,9115	0,7928	0,2094	0,0117	1,8874	3	0	0,045	0,029	3	False	2,4286	1	4	21	33
bent [ b ˈ ɛ̝ nː t ]	bent	0,9804	0,9525	1	1	0,5737	0	541	181	b ˈ ɛ̝ nː t	CVCC	0,9368	0,8431	0,2303	0,015	2,1426	3,6461	2	0,05	0,032		False	3,0012	1	4	16	30
bentz [ b ˈ ɛ̝ nː t s ]	bentz	0,9843	0,9525	0,933	0,6652	0,6589	0	3	3	b ˈ ɛ̝ nː t s	CVCCC	0,898	0,7041	0,2959	0,019	2,2641	3,4848	2	0,097	0,076		False	0,8693	1	5	10	5
benz [ b ˈ ɛ̝ nː t s ]	benz	0,9282	0,7914	0,8796	0,5186	0,3515	0	195	114	b ˈ ɛ̝ nː t s	CVCCC	0,898	0,7041	0,2959	0,019	2,2641	3,4848	2	0,097	0,106		False	2,5595	1	5	10	9
ber [ b ˈ eː r ]	ber	0,9861	0,9582	1	1	0,7353	0	19224	4864	b ˈ eː r	CVC	0,918	0,8308	0,1657	0,0028	2,128	0,5177	2	0,043	0,031	3	False	4,5511	1	3	25	39
berg [ b ˈ ɛ̝ rː ʝ ]	berg	0,9226	0,8433	0,9812	0,925	0,3398	0	9647	3352	b ˈ ɛ̝ rː ʝ	CVCC	0,9224	0,8654	0,164	0,0144	1,2065	3,4167	1	0,183	0,089	2	False	4,2517	1	4	7	15
bergh [ b ˈ ɛ̝ rː ʝ ]	bergh	0,9004	0,8117	0,785	0	0,2783	0	401	150	b ˈ ɛ̝ rː ʝ	CVCC	0,9224	0,8654	0,164	0,0144	1,2065	3,4167	1	0,183	0,118		False	2,8715	1	4	7	9
berghs [ b ˈ ɛ̝ rː ʝ s ]	berghs	0,917	0,8117	0,8208	0	0,3986	0	586	143	b ˈ ɛ̝ rː ʝ s	CVCCC	0,903	0,8056	0,2296	0,0153	1,5152	2,6661	1	0,242	0,231		False	3,0359	1	5	5	4
bergs [ b ˈ ɛ̝ rː ʝ s ]	bergs	0,9381	0,8433	0,985	0,925	0,4719	0	588	311	b ˈ ɛ̝ rː ʝ s	CVCCC	0,903	0,8056	0,2296	0,0153	1,5152	2,6661	1	0,242	0,08	2	False	3,0374	1	5	5	15
